,image,True CLass,Predicted Class
0,060333007787_112219_015411_L.jpg,1,1
1,060333009835_111819_094919_L.jpg,1,1
2,060333009842_111819_100914_L.jpg,1,1
3,060333009941_111819_111529_R.jpg,1,1
4,060333010022_111819_115819_L.jpg,1,1
5,060333010091_111819_125438_L.jpg,1,1
6,060333010114_111819_125858_R.jpg,1,1
7,060333012316_111719_024812_R.jpg,1,1
8,060333012316_111719_025015_L.jpg,1,1
9,060333013788_123117_103651_R.jpg,1,0
10,060333013900_010118_121157_R.jpg,1,1
11,060333013900_010118_121217_L.jpg,1,1
12,060333011494_112219_121229_R.jpg,0,0
13,060333011494_112219_121247_L.jpg,0,0
14,060333011500_112219_123832_R.jpg,0,0
15,060333011500_112219_123853_L.jpg,0,1
16,060333011524_112219_124112_R.jpg,0,0
17,060333011524_112219_124128_L.jpg,0,0
18,060333011531_112219_125825_R.jpg,0,0
19,060333011531_112219_125847_R.jpg,0,0
20,060333011548_112219_010113_R.jpg,0,1
21,060333011548_112219_010128_L.jpg,0,0
22,060333011555_112219_010232_R.jpg,0,1
23,060333011555_112219_010245_L.jpg,0,0
24,060333011562_112219_011152_L.jpg,0,0
25,060333011579_112219_011449_L.jpg,0,0
26,060333011586_112219_012724_R.jpg,0,1
27,060333011586_112219_012753_L.jpg,0,1
28,060333011593_112219_013820_L.jpg,0,1
29,060333011609_112219_013950_R.jpg,0,1
30,060333011609_112219_014005_L.jpg,0,1
31,060333011616_112219_014939_R.jpg,0,0
32,060333011616_112219_014959_L.jpg,0,0
33,060333011630_112219_021443_R.jpg,0,1
34,060333011630_112219_021459_L.jpg,0,1
35,060333011647_112219_021557_R.jpg,0,1
36,060333011647_112219_021612_L.jpg,0,1
37,060333011654_112219_021808_R.jpg,0,0
38,060333011654_112219_021900_L.jpg,0,0
39,060333011661_112219_023153_R.jpg,0,0
40,060333011661_112219_023211_L.jpg,0,0
41,060333011678_112219_023303_R.jpg,0,0
42,060333011678_112219_023320_L.jpg,0,0
43,060333011685_112219_024834_R.jpg,0,1
44,060333011685_112219_024907_L.jpg,0,1
45,060333011692_112219_025002_R.jpg,0,1
46,060333011692_112219_025020_L.jpg,0,0
47,060333011708_112219_025120_R.jpg,0,0
48,060333011708_112219_025143_L.jpg,0,1
49,060333012217_111719_012608_R.jpg,0,1
50,060333012217_111719_012636_L.jpg,0,0
51,060333012224_111719_014025_R.jpg,0,1
52,060333012231_111719_014220_R.jpg,0,0
53,060333012231_111719_014256_L.jpg,0,1
54,060333012248_111719_015753_R.jpg,0,1
55,060333012248_111719_015813_L.jpg,0,0
56,060333012255_111719_020035_R.jpg,0,1
57,060333012255_111719_020109_L.jpg,0,1
58,060333012262_111719_021511_R.jpg,0,0
59,060333012262_111719_021529_L.jpg,0,1
60,060333012279_111719_021625_R.jpg,0,0
61,060333012279_111719_021644_L.jpg,0,0
62,060333012286_111719_022937_R.jpg,0,1
63,060333012286_111719_022958_L.jpg,0,0
64,060333012293_111719_023418_R.jpg,0,0
65,060333012293_111719_023504_L.jpg,0,0
66,060333012309_111719_024553_R.jpg,0,1
67,060333012309_111719_024615_L.jpg,0,0
68,060333012323_111719_032828_R.jpg,0,0
69,060333012323_111719_032846_L.jpg,0,1
70,060333012330_111719_032932_R.jpg,0,1
71,060333012330_111719_032946_L.jpg,0,1
72,060333012347_111719_034532_R.jpg,0,0
